Title,Image,Avatar_URL,crvsd,ui_header_link,default,phmbo,phmbo1,dmrsr,dmrsr2,dmrsr3,qwuub_URL,qwuub,tehyy,xcjrc,Rating
"Even though we were in economy there was sufficient legroom between the seats for a comfortable flight.  The Flight Attendants were helpful, charming and elegantly turned out.  All in all it was a pleasure to fly Kenya Airways.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f0/48/default-avatar-2020-15.jpg,https://www.tripadvisor.com/Profile/judy5819,judy5819 wrote a review Sep 2019,judy5819,"Cape Town, South Africa",6 contributions,1 helpful vote,Cape Town Central - Livingstone,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r708393354-Kenya_Airways-World.html,Economy comfort,Date of travel: July 2019,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
The flight was quite good. Crew was helpful and the food and drink was quite good in comparison to many other international flights,https://media-cdn.tripadvisor.com/media/photo-t/1c/7a/02/5c/dipankar-b.jpg,https://www.tripadvisor.com/Profile/Dipankar_1980,Dipankar Bose wrote a review Sep 2019,Dipankar Bose,"Dubai, United Arab Emirates",49 contributions,33 helpful votes,Nairobi - Dubai,International,Business Class,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r708365583-Kenya_Airways-World.html,Quite good and recommendable.,Date of travel: August 2019,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
Nice flight and very good service and awesome food. Nairobi Kenya very organized too and easy to find your way out.,https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/df/2b/default-avatar-2020-39.jpg,https://www.tripadvisor.com/Profile/EvansMals,Evans Mals wrote a review Sep 2019,Evans Mals,"Lusaka, Zambia",7 contributions,,Lusaka - Dar es Salaam,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r708364357-Kenya_Airways-World.html,Motor vehicle technician,Date of travel: October 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
"My daughter and I were so excited to take our first direct flight from Africa to America. I didn’t know what to expect, but was very happy with the service. There was a lot of excitement as most of the customers seemed equally thrilled to be on a direct flight from east Africa to the ‘Big Apple’. The service was good and the food was decent, although they should improve by adding some snacks as this is a very long flight.  It would be nice to have some potato chips, candy bars and trail mix throughout.   I would also recommend that they increase the water service, as it is a long fight and people need to stay hydrated.",https://media-cdn.tripadvisor.com/media/photo-t/1b/7e/4a/90/barbara-m.jpg,https://www.tripadvisor.com/Profile/BarbM303,Barb M wrote a review Sep 2019,Barb M,"Orlando, Florida",209 contributions,68 helpful votes,Nairobi - New York City,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r708364261-Kenya_Airways-World.html,Fastest Way to NYC,Date of travel: August 2019,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
"Was scheduled to fly to Nairobi on 2nd september, 2019 at 10.30hrs. I got to the airport at 08.30hrs and checked in only to be told that flight was on expected at 13.40hrs. I had to go back to town by taxi and come back later at 12hrs. We also had a delay in Harare for 1.20 minutes instead of the 45 minutes that was announced. we arrived in Nairobi at 20.30 Hours instead of 16.20 hrs",https://media-cdn.tripadvisor.com/media/photo-o/07/9d/fe/ab/shipango.jpg,https://www.tripadvisor.com/Profile/Shipango,Shipango Muteto wrote a review Sep 2019,Shipango Muteto,Lusaka,47 contributions,17 helpful votes,Lusaka - Nairobi,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r708359784-Kenya_Airways-World.html,Delayed flight which cost me money and time,Date of travel: September 2019,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_30
"I have flown this route for the last 5 years, services excellent food great and cabin services very good. When you fly business the services are way beyond expectations. Half of the trips i have taken is either business or economy. I recommend the night trip to fly business you are able to embark on any work the next day feeling fresh.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ed/ce/default-avatar-2020-7.jpg,https://www.tripadvisor.com/Profile/Tessalit,Doerthuo wrote a review Sep 2019,Doerthuo,"Bamako, Mali",4 contributions,8 helpful votes,Nairobi - Bamako,Africa,Business Class,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r708321127-Kenya_Airways-World.html,Monthly travel between NBO-BKO-NBO,Date of travel: August 2019,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
"I used my miles to get to from RNO to JFK. Then took a non stop from JFK to NBO. What a great flight. 14 hours, yes it i long, but it is so much better then flying through Europe. I go to Kenya 1-2 a year. Kenya Air just startnig flying this route. Good prices, wonderful services and convenience is the major attraction.
Typically from the US you must go through Europe. You arrive in the morning and have to wait 6-12 hours for the overnight connection flight to Kenya. No enough time to get out of the airport and the very longest connection time you will experince especially after an overnight flight from the US.
On kenya Air- you leave at noon and arrive 14 hours later. A few movies, a book, couple great meals and a drink - you are there.
It is the best. Go for it. It seems less expensive then the other routes too.",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/f2/eb/default-avatar-2020-27.jpg,https://www.tripadvisor.com/Profile/TahoeBF,Paige R wrote a review Sep 2019,Paige R,south lake tahoe,11 contributions,4 helpful votes,Reno - Nairobi,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r708308564-Kenya_Airways-World.html,US to Kenya flight,Date of travel: June 2019,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
"I was pleasantly surprised. The flight was on time, to and from Kinshasa. It is a direct flight from Nairobi,  so it was the best choice.",https://media-cdn.tripadvisor.com/media/photo-t/17/a6/28/17/umurungi-c.jpg,https://www.tripadvisor.com/Profile/umurungic,Umurungi C wrote a review Sep 2019,Umurungi C,"Nairobi, Kenya",23 contributions,1 helpful vote,Nairobi - Kinshasa,Africa,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r708275438-Kenya_Airways-World.html,Pleasant flight this time,Date of travel: August 2019,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_40
Took this airline when i was visiting India it was good experience not expensive as another airline i will not mention.,https://media-cdn.tripadvisor.com/media/photo-t/19/2f/5b/fe/afrikangomasafaris.jpg,https://www.tripadvisor.com/Profile/afrikangomasafaris,Afrika Ngoma Safaris wrote a review Sep 2019,Afrika Ngoma Safaris,"Nairobi, Kenya",24 contributions,6 helpful votes,Nairobi - Mumbai,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r708264123-Kenya_Airways-World.html,Not expensive,Date of travel: November 2018,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
Flights were on time via Nairobi. Just like any other airline making use of modern aircraft. Value for money. No in flight entertainment from JHB to Nairobi. Short flight. Not really a problem. Nairobi airport could offer more. Free WiFi! JHB to Dubai direct is about 8 hours if you wanna save time. Stop over in Nairobi was not toooo long.,https://media-cdn.tripadvisor.com/media/photo-t/18/43/07/b0/leoncferris.jpg,https://www.tripadvisor.com/Profile/leoncferris,Leon Charl F wrote a review Sep 2019,Leon Charl F,"Vryburg, South Africa",33 contributions,23 helpful votes,Johannesburg - Dubai,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r708247100-Kenya_Airways-World.html,Great value...,Date of travel: June 2019,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
"I know it may sound untrue to many frequent flyers but going to Europe from Kenya (or from EU to Kenya), I warmly recommend Kenya Airways.
I am a frequent flyer and use KQ regularly since I first came to Africa, 2005.
Comparing it to other companies (not to name them) that fly that route, KQ staff are definitely nicest.
And very important for me, KQ doesn’t treat the passengers as a cargo that needs uninterrupted cold chain. I mean, other companies just put their air conditioners on absolute minimum. Almost freezing. I always end up with sinusitis or cold.
Not with KQ. I like KQ and fly with them whenever I can.",https://media-cdn.tripadvisor.com/media/photo-t/21/5f/56/f8/228aleksandrab.jpg,https://www.tripadvisor.com/Profile/228aleksandrab,Aleksandra B wrote a review Sep 2019,Aleksandra B,"Amman, Jordan",100 contributions,18 helpful votes,Amsterdam - Nairobi,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r708240173-Kenya_Airways-World.html,KQ from and to Europe are the best,Date of travel: August 2019,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
"A really good flight, helped by booking extra legroom seats. Flight attendants great, all on time, no problems",https://media-cdn.tripadvisor.com/media/photo-t/1a/f6/ea/2e/default-avatar-2020-67.jpg,https://www.tripadvisor.com/Profile/harryp492,Harry P wrote a review Sep 2019,Harry P,"Tadworth, United Kingdom",38 contributions,42 helpful votes,London - Nairobi,International,Economy,https://www.tripadvisor.com/ShowUserReviews-g1-d8729102-r708227984-Kenya_Airways-World.html,Exceedingly good,Date of travel: February 2019,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews.,ui_bubble_rating bubble_50
